1,E12000001,2009/1/1,2.213,22.833,9.614,4.078,7.882,273.262
4,E12000001,2009/1/4,2.563,31.671,16.309,5.792,4.946,274.597
14,E12000001,2009/1/14,2.174,19.415,9.282,4.146,10.567,274.144
19,E12000001,2009/1/19,2.058,41.415,5.302,2.037,4.437,274.768
21,E12000001,2009/1/21,2.291,32.997,8.622,3.854,7.935,275.615
22,E12000001,2009/1/22,1.825,40.215,7,2.331,5.982,277.561
23,E12000001,2009/1/23,1.903,34.803,7.471,3.187,6.133,275.56
25,E12000001,2009/1/25,1.864,38.036,8.086,3.691,8.544,276.23
26,E12000001,2009/1/26,1.514,26.265,14.659,9.703,15.232,275.742
29,E12000001,2009/1/29,1.592,10.16,20.876,10.869,25.33,276.937
31,E12000001,2009/1/31,2.446,26.167,26.52,10.515,14.811,276.902
36,E12000001,2009/2/5,1.864,29.785,17.752,10.19,15.207,271.625
38,E12000001,2009/2/7,1.631,45.268,5.777,2.61,4.901,273.053
41,E12000001,2009/2/10,2.097,50.114,7.225,3.152,6.351,272.774
43,E12000001,2009/2/12,1.786,46.812,6.815,2.089,8.398,273.536
46,E12000001,2009/2/15,1.825,41.693,8.916,2.704,5.08,277.565
47,E12000001,2009/2/16,1.941,56.314,7.996,2.1,4.279,278.411
50,E12000001,2009/2/19,1.708,41.684,10.92,5.275,6.898,278.568
51,E12000001,2009/2/20,1.825,42.938,9.398,2.53,7.226,276.932
56,E12000001,2009/2/25,1.631,55.179,7.926,2.16,3.467,279.499
58,E12000001,2009/2/27,1.592,53.016,5.238,2.016,3.94,281.554
59,E12000001,2009/2/28,1.631,52.314,9.719,4.764,5.631,279.73
61,E12000001,2009/3/2,1.553,54.107,5.725,2.096,3.667,278.634
71,E12000001,2009/3/12,1.514,59.336,6.211,1.818,2.934,280.622
75,E12000001,2009/3/16,1.204,54.611,8.586,3.165,5.27,280.69
77,E12000001,2009/3/18,1.475,33.794,28.335,16.487,9.498,279.647
79,E12000001,2009/3/20,1.747,32.892,21.117,13.765,9.867,278.432
81,E12000001,2009/3/22,1.204,55.349,7.965,1.519,2.647,280.626
86,E12000001,2009/3/27,1.747,60.099,6.936,2.878,1.464,278.418
89,E12000001,2009/3/30,1.475,53.073,7.517,2.008,4.026,280.693
91,E12000001,2009/4/1,1.553,43.211,14.494,5.698,11.332,282.001
94,E12000001,2009/4/4,1.708,52.82,14.99,7.906,4.609,280.697
99,E12000001,2009/4/9,1.67,38.793,10.825,3.862,9.694,283.137
102,E12000001,2009/4/12,1.281,60.809,9.714,4.169,6.644,280.892
105,E12000001,2009/4/15,1.359,71.558,25.232,11.462,6.782,281.529
108,E12000001,2009/4/18,1.825,67.861,9.068,3.855,3.604,280.603
110,E12000001,2009/4/20,2.019,59.641,20.51,12.116,5.605,282.835
115,E12000001,2009/4/25,1.204,68.094,20.564,14.657,10.327,284.683
117,E12000001,2009/4/27,1.437,53.017,7.763,3.426,7.818,280.52
