1,E12000001,2009/1/1,2.213,22.833,9.614,4.078,7.882,273.262
19,E12000001,2009/1/19,2.058,41.415,5.302,2.037,4.437,274.768
21,E12000001,2009/1/21,2.291,32.997,8.622,3.854,7.935,275.615
23,E12000001,2009/1/23,1.903,34.803,7.471,3.187,6.133,275.56
25,E12000001,2009/1/25,1.864,38.036,8.086,3.691,8.544,276.23
29,E12000001,2009/1/29,1.592,10.16,20.876,10.869,25.33,276.937
38,E12000001,2009/2/7,1.631,45.268,5.777,2.61,4.901,273.053
46,E12000001,2009/2/15,1.825,41.693,8.916,2.704,5.08,277.565
47,E12000001,2009/2/16,1.941,56.314,7.996,2.1,4.279,278.411
50,E12000001,2009/2/19,1.708,41.684,10.92,5.275,6.898,278.568
51,E12000001,2009/2/20,1.825,42.938,9.398,2.53,7.226,276.932
56,E12000001,2009/2/25,1.631,55.179,7.926,2.16,3.467,279.499
59,E12000001,2009/2/28,1.631,52.314,9.719,4.764,5.631,279.73
75,E12000001,2009/3/16,1.204,54.611,8.586,3.165,5.27,280.69
77,E12000001,2009/3/18,1.475,33.794,28.335,16.487,9.498,279.647
81,E12000001,2009/3/22,1.204,55.349,7.965,1.519,2.647,280.626
86,E12000001,2009/3/27,1.747,60.099,6.936,2.878,1.464,278.418
91,E12000001,2009/4/1,1.553,43.211,14.494,5.698,11.332,282.001
102,E12000001,2009/4/12,1.281,60.809,9.714,4.169,6.644,280.892
105,E12000001,2009/4/15,1.359,71.558,25.232,11.462,6.782,281.529
115,E12000001,2009/4/25,1.204,68.094,20.564,14.657,10.327,284.683
122,E12000001,2009/5/2,1.087,58.164,8.891,2.004,3.257,282.32
124,E12000001,2009/5/4,1.825,63.722,5.015,1.216,2.139,280.99
126,E12000001,2009/5/6,1.708,59.457,4.623,1.23,2.132,283.634
128,E12000001,2009/5/8,1.281,59.482,5.931,1.834,1.798,281.693
134,E12000001,2009/5/14,1.359,76.243,14.525,5.47,3.526,283.925
139,E12000001,2009/5/19,1.67,63.185,8.019,2.827,3.879,283.327
145,E12000001,2009/5/25,1.67,64.195,12.509,6.115,4.467,287.791
154,E12000001,2009/6/3,1.165,66.751,8.581,2.46,2.788,284.046
165,E12000001,2009/6/14,1.475,54.774,10.023,2.473,2.368,286.774
180,E12000001,2009/6/29,1.359,72.208,15.405,10.341,6.291,291.009
182,E12000001,2009/7/1,1.243,67.19,17.943,7.711,4.251,292.447
184,E12000001,2009/7/3,1.281,67.928,16.996,6.381,5.077,289.894
194,E12000001,2009/7/13,1.475,40.024,7.485,3.276,3,288.096
201,E12000001,2009/7/20,1.514,49.324,5.508,1.838,1.627,287.364
202,E12000001,2009/7/21,1.243,34.122,7.935,3.355,6.146,286.845
208,E12000001,2009/7/27,1.243,43.956,5.945,2.142,1.424,287.379
210,E12000001,2009/7/29,1.01,39.303,4.097,2.135,2.756,287.892
217,E12000001,2009/8/5,1.204,43.32,7.867,2.668,3.664,289.97
219,E12000001,2009/8/7,1.048,43.374,9.266,3.068,3.405,288.863
221,E12000001,2009/8/9,1.475,46.041,8.794,2.289,2.641,289.222
225,E12000001,2009/8/13,1.243,34.845,8.341,2.212,3.924,287.611
227,E12000001,2009/8/15,1.165,36.007,5.804,1.417,1.446,289.301
235,E12000001,2009/8/23,1.01,39.144,10.384,3.672,5.345,289.194
241,E12000001,2009/8/29,1.165,45.457,6.638,1.523,1.439,285.802
242,E12000001,2009/8/30,1.087,38.097,5.667,1.786,2.705,287.52
245,E12000001,2009/9/2,1.281,34.024,6.156,2.516,4.67,285.715
246,E12000001,2009/9/3,1.32,41.13,3.263,1.334,4.929,284.854
250,E12000001,2009/9/7,1.437,45.767,7.398,1.85,4.022,287.25
260,E12000001,2009/9/17,1.204,43.876,13.731,3.228,8.197,283.454
261,E12000001,2009/9/18,1.592,34.798,14.132,6.169,11.675,284.989
263,E12000001,2009/9/20,1.398,45.879,6.346,1.838,3.486,284.308
266,E12000001,2009/9/23,0.893,48.782,7.117,1.569,3.043,285.42
268,E12000001,2009/9/25,1.165,41.755,8.591,1.867,3.612,286.05
273,E12000001,2009/9/30,1.243,32.254,3.929,1.806,5.224,285.873
289,E12000001,2009/10/16,1.514,44.888,7.105,1.754,2.872,281.891
290,E12000001,2009/10/17,1.126,31.242,9.113,3.514,5.848,280.727
296,E12000001,2009/10/23,1.98,22.876,15.988,8.424,11.465,283.056
303,E12000001,2009/10/30,1.243,14.316,19.111,13.52,24.496,285.012
306,E12000001,2009/11/2,1.553,52.819,4.832,1.76,2.928,281.113
320,E12000001,2009/11/16,1.32,43.14,7.478,3.201,8.029,281.071
323,E12000001,2009/11/19,1.359,62.384,7.912,1.52,2.406,284.933
328,E12000001,2009/11/24,1.437,56.821,6.61,1.476,2.52,282.656
330,E12000001,2009/11/26,1.32,44.937,4.398,1.964,2.701,278.876
333,E12000001,2009/11/29,1.165,50.506,7.023,2.102,2.214,278.45
344,E12000001,2009/12/10,1.67,39.243,6.986,3.172,5.826,277.576
356,E12000001,2009/12/22,1.631,36.984,8.3,5.099,7.111,270.631
360,E12000001,2009/12/26,1.631,25.412,6.836,4.018,7.116,275.32
362,E12000001,2009/12/28,1.67,32.527,9.143,5.325,9.646,271.825
363,E12000001,2009/12/29,2.174,39.329,8.621,4.174,8.336,273.687
367,E12000002,2009/1/2,2.505,20.897,14.708,7.191,21.536,273.298
374,E12000002,2009/1/9,2.004,15.042,21.668,13.068,25.125,272.907
376,E12000002,2009/1/11,1.804,43.761,18.48,6.327,2.998,280.311
392,E12000002,2009/1/27,1.46,18.893,15.038,7.12,18.601,277.436
393,E12000002,2009/1/28,1.889,20.123,10.15,5.895,16.609,277.516
402,E12000002,2009/2/6,1.589,34.882,8.552,4.662,11.676,271.672
409,E12000002,2009/2/13,1.889,36.058,10.816,5.548,15.112,275.738
412,E12000002,2009/2/16,1.832,42.056,10.581,3.793,9.58,278.683
414,E12000002,2009/2/18,1.589,32.162,10.491,6.221,16.61,279.413
419,E12000002,2009/2/23,1.775,49.077,7.705,2.572,7.691,280.617
428,E12000002,2009/3/4,1.632,47.856,7.494,3.292,11.147,274.274
451,E12000002,2009/3/27,1.403,57.683,9.741,3.708,3.237,278.183
459,E12000002,2009/4/4,1.317,54.307,13.404,6.831,7.379,280.953
462,E12000002,2009/4/7,1.288,55.935,7.514,2.957,6.374,281.183
463,E12000002,2009/4/8,1.532,55.785,5.335,2.637,5.935,281.005
465,E12000002,2009/4/10,1.446,49.134,13.232,5.075,9.263,282.111
467,E12000002,2009/4/12,1.517,53.142,12.082,6.898,12.042,281.721
472,E12000002,2009/4/17,1.202,70.12,19.592,12.821,7.57,283.104
478,E12000002,2009/4/23,1.431,68.242,17.74,7.408,11.175,284.167
479,E12000002,2009/4/24,1.503,58.809,24.244,16.207,14.798,285.811
488,E12000002,2009/5/3,1.145,59.975,7.202,2.211,3.798,281.628
499,E12000002,2009/5/14,1.403,64.141,15.887,8.022,9.377,284.869
510,E12000002,2009/5/25,1.374,55.022,16.986,7.047,11.036,287.909
511,E12000002,2009/5/26,1.446,54.098,7.303,1.83,3.349,283.773
519,E12000002,2009/6/3,1.26,61.538,12.006,6.7,6.534,287.044
520,E12000002,2009/6/4,1.116,59.101,13.496,6.515,8.181,284.923
522,E12000002,2009/6/6,1.245,62.648,4.741,1.994,5.509,281.77
523,E12000002,2009/6/7,1.388,65.291,7.681,3.875,4.004,283.493
529,E12000002,2009/6/13,1.159,53.41,10.898,3.796,5.73,287.621
531,E12000002,2009/6/15,1.159,51.568,11.201,2.85,5.318,286.274
540,E12000002,2009/6/24,1.116,53.761,10.859,5.64,8.868,289.495
544,E12000002,2009/6/28,1.202,60.585,14.789,11.483,6.19,290.601
555,E12000002,2009/7/9,1.074,46.097,8.711,2.905,3.721,286.288
560,E12000002,2009/7/14,1.202,40.999,7.985,3.543,4.627,287.796
572,E12000002,2009/7/26,1.174,42.415,8.074,2.654,5.359,287.221
578,E12000002,2009/8/1,1.346,44.998,8.125,2.631,4.615,287.753
582,E12000002,2009/8/5,1.331,45.28,8.784,2.824,5.195,289.949
583,E12000002,2009/8/6,1.26,40.319,10.981,3.5,7.068,289.1
590,E12000002,2009/8/13,1.346,36.055,11.06,2.685,5.625,288.012
596,E12000002,2009/8/19,1.317,41.992,11.857,2.858,7.643,291.054
616,E12000002,2009/9/8,1.374,36.572,8.058,2.245,5.519,289.286
617,E12000002,2009/9/9,1.231,39.901,7.26,3.175,6.099,286.034
620,E12000002,2009/9/12,1.116,36.613,14.966,5.809,12.827,286.599
634,E12000002,2009/9/26,1.403,42.084,9.273,3.437,7.301,286.078
638,E12000002,2009/9/30,1.217,37.26,5.901,2.243,5.319,286.347
639,E12000002,2009/10/1,0.973,37.939,7.595,2.492,6.726,283.189
642,E12000002,2009/10/4,1.074,37.041,8.971,3.73,5.731,282.887
647,E12000002,2009/10/9,1.288,30.591,12.303,6.571,20.586,282.182
648,E12000002,2009/10/10,1.331,38.544,9.045,3.558,9.559,284.441
657,E12000002,2009/10/19,1.474,34.796,12.39,6.447,13.909,283.27
660,E12000002,2009/10/22,1.045,23.577,13.009,7.827,18.5,283.943
664,E12000002,2009/10/26,1.374,30.266,9.912,3.991,11.205,284.044
666,E12000002,2009/10/28,1.388,38.134,10.561,5.069,11.643,286.286
677,E12000002,2009/11/8,1.431,28.201,11.87,7.165,13.362,279.071
681,E12000002,2009/11/12,1.489,30.318,7.881,3.736,13.874,282.163
684,E12000002,2009/11/15,1.288,35.78,9.234,3.779,8.695,281.172
685,E12000002,2009/11/16,1.303,41.162,8.194,3.353,8.726,281.72
695,E12000002,2009/11/26,1.431,42.506,6.316,2.52,4.651,278.977
697,E12000002,2009/11/28,1.603,28.329,7.527,5.357,12.211,277.497
700,E12000002,2009/12/1,1.46,17.041,11.299,4.922,13.553,274.419
701,E12000002,2009/12/2,1.861,21.353,10.905,6.804,20.017,279.039
705,E12000002,2009/12/6,1.546,53.917,8.063,2.844,3.706,280.772
710,E12000002,2009/12/11,1.56,24.777,16.474,10.655,22.644,274.783
711,E12000002,2009/12/12,1.675,29.175,12.139,7.615,18.075,276.312
713,E12000002,2009/12/14,1.646,29.962,13.939,6.993,17.214,276.14
716,E12000002,2009/12/17,1.575,39.697,7.808,3.494,8.874,273.864
720,E12000002,2009/12/21,2.076,37.453,10.495,5.333,11.262,272.99
724,E12000002,2009/12/25,1.675,24.145,10.459,7.294,14.177,273.973
731,E12000003,2009/1/1,2.144,15.668,14.213,6.302,16.585,272.293
739,E12000003,2009/1/9,2.029,6.805,24.138,15.498,34.753,272.701
742,E12000003,2009/1/12,2.221,35.568,9.118,4.612,13.065,281.157
744,E12000003,2009/1/14,1.646,13.74,13.42,7.931,24.454,273.815
751,E12000003,2009/1/21,1.685,23.247,10.727,5.836,16.803,275.42
753,E12000003,2009/1/23,1.895,27.668,8.825,4.341,12.619,276.041
776,E12000003,2009/2/15,1.34,33.951,11.039,4.562,14.183,278.064
777,E12000003,2009/2/16,1.627,46.001,9.96,3.494,11.242,278.78
796,E12000003,2009/3/7,1.378,45.357,11.781,4.366,13.934,280.356
803,E12000003,2009/3/14,1.283,57.767,12.11,3.7,8.182,281.026
813,E12000003,2009/3/24,1.436,54.962,6.678,2.69,6.659,278.449
818,E12000003,2009/3/29,1.532,50.9,10.056,4.069,10.761,276.642
821,E12000003,2009/4/1,1.378,39.838,19.464,9.173,16.91,282.645
823,E12000003,2009/4/3,1.378,35.37,34.036,18.722,21.512,280.708
826,E12000003,2009/4/6,1.57,37.532,28.207,13.66,19.843,281.524
831,E12000003,2009/4/11,1.378,49.495,10.162,5.762,11.172,281.414
832,E12000003,2009/4/12,1.13,55.748,12.028,7.869,11.467,281.564
838,E12000003,2009/4/18,1.398,71.97,13.062,6.092,5.36,281.328
841,E12000003,2009/4/21,1.091,53.165,19.559,11.701,11.477,282.844
842,E12000003,2009/4/22,1.283,48.006,13.936,6.4,11.927,282.982
847,E12000003,2009/4/27,1.359,46.947,8.885,4.238,12.684,280.668
848,E12000003,2009/4/28,1.378,46.192,8.585,5.362,11.824,280.987
859,E12000003,2009/5/9,1.532,54.153,8.977,3.061,8.142,282.121
863,E12000003,2009/5/13,1.149,73.189,12.594,6.24,5.794,283.837
864,E12000003,2009/5/14,1.359,70.476,14.99,7.091,7.296,284.358
866,E12000003,2009/5/16,1.168,52.927,9.596,4.907,9.967,283.317
872,E12000003,2009/5/22,1.455,51.717,8.3,3.541,10.726,283.635
882,E12000003,2009/6/1,1.11,80.128,12.126,6.397,8.172,289.177
902,E12000003,2009/6/21,1.206,50.965,8.68,3.903,6.522,287.261
907,E12000003,2009/6/26,1.072,67.159,13.136,5.622,6.971,289.923
914,E12000003,2009/7/3,0.996,59.062,18.975,8.171,7.591,290.236
921,E12000003,2009/7/10,1.436,42.42,10.076,3.83,6.495,287.24
934,E12000003,2009/7/23,1.34,42.564,6.128,2.75,5.51,288.297
936,E12000003,2009/7/25,1.302,45.065,7.496,3.059,6.204,287.999
955,E12000003,2009/8/13,1.359,35.125,10.917,3.75,6.979,288.058
956,E12000003,2009/8/14,0.919,30.883,13.2,6.191,11.085,289.061
961,E12000003,2009/8/19,1.072,37.94,14.346,5.051,13.459,291.908
967,E12000003,2009/8/25,1.072,33.416,10.651,4.353,10.417,286.653
973,E12000003,2009/8/31,1.398,29.094,8.454,2.71,7.117,291.347
976,E12000003,2009/9/3,1.264,40.121,3.84,1.513,5.212,285.548
992,E12000003,2009/9/19,1.225,41.729,22.05,14.535,17.065,286.302
997,E12000003,2009/9/24,0.996,39.098,10.054,2.876,10.669,285.901
1017,E12000003,2009/10/14,1.302,18.877,14.738,10.992,26.376,284.582
1030,E12000003,2009/10/27,1.359,15.831,13.068,7.602,26.376,285.193
1038,E12000003,2009/11/4,1.302,26.756,6.898,4.269,11.843,279.925
1049,E12000003,2009/11/15,1.244,28.294,10.145,5.244,14.064,280.768
1066,E12000003,2009/12/2,1.436,16.486,11.78,7.705,21.033,278.733
1069,E12000003,2009/12/5,1.685,25.768,8.143,4.443,17.899,279.811
1083,E12000003,2009/12/19,1.512,37.84,11.692,5.075,15.931,270.613
1098,E12000004,2009/1/3,2.236,17.837,21.115,8.955,24.274,272.036
1100,E12000004,2009/1/5,2.259,29.055,8.651,5.233,13.286,273.989
1104,E12000004,2009/1/9,2.057,11.238,24.847,12.352,38.601,271.655
1111,E12000004,2009/1/16,1.744,22.603,11.844,5.494,13.979,279.684
1125,E12000004,2009/1/30,1.498,12.561,35.073,15.69,20.942,276.523
1127,E12000004,2009/2/1,1.431,49.979,13.917,4.848,5.22,273.474
1132,E12000004,2009/2/6,1.588,18.094,12.385,8.355,24.578,273.245
1145,E12000004,2009/2/19,1.23,22.538,19.533,11.53,28.261,279.887
1147,E12000004,2009/2/21,1.409,38.336,15.847,6.557,19.778,279.829
1152,E12000004,2009/2/26,0.917,44.654,9.461,3.153,13.772,279.826
1155,E12000004,2009/3/1,1.23,38.278,22.252,8.995,19.779,277.702
1162,E12000004,2009/3/8,1.342,64.451,7.447,2.109,5.192,277.892
1163,E12000004,2009/3/9,1.431,59.234,7.281,2.781,7.062,278.626
1166,E12000004,2009/3/12,1.297,50.006,9.882,3.453,12.909,282.467
1171,E12000004,2009/3/17,1.163,38.636,14.028,6.161,15.86,281.241
1174,E12000004,2009/3/20,1.655,39.229,25.309,9.875,16.424,279.586
1177,E12000004,2009/3/23,1.409,56.459,10.014,2.43,6.49,280.565
1201,E12000004,2009/4/16,1.521,64.773,29.601,18.545,10.176,284.263
1213,E12000004,2009/4/28,1.275,45.12,11.473,6.307,14.137,280.828
1216,E12000004,2009/5/1,1.252,47.727,14.423,5.426,14.298,286.312
1217,E12000004,2009/5/2,0.939,51.829,15.311,5.686,13.575,284.683
1220,E12000004,2009/5/5,1.163,60.202,9.531,2.128,7.627,285.215
1225,E12000004,2009/5/10,0.962,50.242,13.867,5.796,14.31,284.256
1227,E12000004,2009/5/12,1.387,76.158,10.193,4.43,4.309,283.737
1228,E12000004,2009/5/13,1.163,66.379,16.792,8.105,7.506,284.959
1230,E12000004,2009/5/15,1.185,49.107,11.593,5.635,9.873,284.446
1237,E12000004,2009/5/22,1.118,50.234,10.494,4.153,12.125,284.935
1249,E12000004,2009/6/3,0.76,61.722,11.842,6.152,8.508,286.117
1253,E12000004,2009/6/7,1.208,71.705,8.843,4.891,3.967,284.108
1257,E12000004,2009/6/11,0.939,59.931,9.094,5.257,7.956,285.773
1261,E12000004,2009/6/15,1.029,46.924,14.976,7.582,10.215,287.85
1263,E12000004,2009/6/17,1.252,47.583,9.049,3.599,8.985,288.307
1266,E12000004,2009/6/20,1.208,47.015,10.689,3.226,9.583,286.678
1268,E12000004,2009/6/22,1.319,28.882,12.263,6.361,14.326,288.583
